x;y
-4;-9,999699578
-3,8;-5,446395981
-3,6;-6,176344737
-3,4;-7,288662542
-3,2;-3,016123047
-3;-6,405782101
-2,8;-3,802955595
-2,6;-5,084049698
-2,4;-0,346914448
-2,2;-3,692805252
-2;0,231257246
-1,8;-1,507670914
-1,6;1,9684232
-1,4;-1,18517087
-1,2;-1,344352446
-1;1,374655314
-0,8;3,53107356
-0,6;2,199013745
-0,4;2,323792723
-0,2;2,871374442
0;6,8009219
0,2;6,044392516
0,4;7,347197255
0,6;7,19561277
0,8;4,677344728
1;8,74203677
1,2;9,079653051
1,4;9,442675965
1,6;9,410941607
1,8;8,004641938
2;8,997766994
2,2;13,54210142
2,4;13,1625486
2,6;11,52952568
2,8;13,40593205
3;14,35733227
3,2;16,03757884
3,4;16,06461934
3,6;16,95486304
3,8;14,54072736
4;15,29077622
