x;y
0,89704472;2,929387494
1,878622633;7,017276581
2,625434676;21,83371289
3,274620193;39,75943983
4,753444675;113,3010954
5,960900877;215,414938
6,726721009;311,7398726
7,126226115;362,8089338
8,934684862;714,7424736
9,880025262;971,2697495
10,19550476;1066,671058
11,19621934;1410,153206
12,85535918;2130,025193
13,88695876;2687,625697
14,40744492;2993,209454
15,40027238;3654,618946
16,16544789;4226,696366
17,42573993;5295,338379
18,40730978;6245,437609
19,56542967;7496,577112
20,13804633;8172,373587
21,45503783;9877,029829
22,05579566;10729,81524
23,78554125;13459,38951
24,247234;14256,96657
25,63916144;16855,97068
26,96778357;19620,80229
27,59830743;21023,19318
28,44311648;23016,92927
29,19208845;24878,38711
30,66000055;28824,22643
31,64878606;31709,41795
32,77483079;35209,83549
33,38155036;37204,88361
34,50267811;41076,37658
35,46165812;44600,21567
36,68469372;49372,72758
37,68490614;53527,13547
38,61420218;57577,30284
39,02106539;59419,81861
40,20185798;64979,45463
41,56103584;71796,24832
42,6301245;77478,12817
43,9476796;84890,35522
44,41416761;87615,98234
45,03820932;91359,44576
46,69120617;101792,7124
47,02948598;104025,0612
48,19143987;111923,7284
49,59155201;121968,4589
50,21720389;126643,5856
51,87765214;139623,7397
52,42209819;144067,1418
53,67659757;154655,9234
54,60072123;162780,5851
55,97218633;175363,4813
56,68795529;182168,9249
57,15000842;186667,6513
58,50328985;200242,1406
59,67580146;212520,8556
60,47401528;221162,5378
61,41767561;231678,2293
62,29037166;241698,3569
63,1036461;251284,2015
64,7602147;271606,2927
65,16683664;276751,1679
66,26350114;290959,4886
67,29300676;304726,212
68,62034569;323123,5007
69,7103239;338764,6499
70,48879182;350238,2196
71,50646146;365627,5941
72,51386874;381306,6928
73,37519546;395052,4911
74,16207816;407895,5617
75,35432157;427890,8415
76,97437987;456080,0546
77,70248337;469146,0793
78,99253293;492901,562
79,43575265;501245,2293
80,45026275;520698,2551
81,42285704;539808,7919
82,06767136;552736,6099
83,79252439;588326,4049
84,42512289;601750,1482
85,00153156;614165,0657
86,61487173;649798,1246
87,84189246;677805,7621
88,54796152;694282,0481
89,41745592;714939,5192
90,46329603;740324,4382
91,147482;757244,521
92,67801232;796031,8673
93,95213854;829321,2507
94,79138901;851743,6942
95,89345908;881801,4124
96,80431587;907165,1239
97,47774051;926232,4336
98,5311541;956580,5912
99,8003406;994028,1834
100,8705763;1026347,455
